"","X","Charge","NW.Counts","SF.Counts","Description","Chapter","Section","Expungeable.","sex","murder"
"1496",1086,"MASS PIKE¿MARKED LANES VIOLATION * 700 CMR §7.09(5)(a)",0,18,"MASS PIKE¿MARKED LANES VIOLATION * 700 CMR §7.09(5)(A)","700","7.09(5)(a)","",0,0
"1497",1087,"MASS PIKE¿SPEEDING TO ENDANGER * 700 CMR §7.09(6)(b)",0,60,"MASS PIKE¿SPEEDING TO ENDANGER * 700 CMR §7.09(6)(B)","700","7.09(6)(b)","",0,0
"1498",1090,"STATE HWAY¿PARKING * 720 CMR §9.03",0,1,"STATE HWAY¿PARKING * 720 CMR §9.03","720","9.03","",0,0
"1499",1091,"STATE HWAYWRONG WAY * 720 CMR §9.05",13,0,"STATE HWAYWRONG WAY * 720 CMR §9.05","720","9.05","",0,0
"1500",1092,"STATE HWAY WRONG WAY * 720 CMR §9.05",0,196,"STATE HWAY WRONG WAY * 720 CMR §9.05","720","9.05","",0,0
"1501",1093,"STATE HWAYTRAFFIC VIOLATION * 720 CMR §9.06",179,0,"STATE HWAYTRAFFIC VIOLATION * 720 CMR §9.06","720","9.06","",0,0
"1502",1094,"STATE HWAYSIGNAL/SIGN/MARKINGS VIOL * 720 CMR §9.06",25,0,"STATE HWAYSIGNAL/SIGN/MARKINGS VIOL * 720 CMR §9.06","720","9.06","",0,0
"1503",1095,"STATE HWAY¿TRAFFIC VIOLATION * 720 CMR §9.06",0,305,"STATE HWAY¿TRAFFIC VIOLATION * 720 CMR §9.06","720","9.06","",0,0
"1504",1096,"STATE HWAY¿SIGNAL/SIGN/MARKINGS VIOL * 720 CMR §9.06",0,134,"STATE HWAY¿SIGNAL/SIGN/MARKINGS VIOL * 720 CMR §9.06","720","9.06","",0,0
"1505",1097,"STATE HWAYTRAFFIC VIOLATION * 720 CMR §9.07",9,0,"STATE HWAYTRAFFIC VIOLATION * 720 CMR §9.07","720","9.07","",0,0
"1506",1098,"STATE HWAY¿TRAFFIC VIOLATION * 720 CMR §9.07",0,10,"STATE HWAY¿TRAFFIC VIOLATION * 720 CMR §9.07","720","9.07","",0,0
"1507",1099,"STATE HWAYRAMP, BACK ON/OFF * 720 CMR §9.08",1,0,"STATE HWAYRAMP, BACK ON/OFF * 720 CMR §9.08","720","9.08","",0,0
"1508",1100,"STATE HWAY¿RAMP, BACK ON/OFF * 720 CMR §9.08",0,3,"STATE HWAY¿RAMP, BACK ON/OFF * 720 CMR §9.08","720","9.08","",0,0
"1509",1103,"STATE HWAYPEDESTRIAN VIOLATION 720 CMR §9.09",1,0,"STATE HWAYPEDESTRIAN VIOLATION 720 CMR §9.09","720","9.09","",0,0
"1510",1104,"STATE HWAY¿PEDESTRIAN VIOLATION 720 CMR §9.09",0,6,"STATE HWAY¿PEDESTRIAN VIOLATION 720 CMR §9.09","720","9.09","",0,0
"1511",1088,"NATIONAL NETWORK TRAVEL LIMITATION VIOL * 720 CMR §10.02",0,1,"NATIONAL NETWORK TRAVEL LIMITATION VIOL * 720 CMR §10.02","720","10.02","",0,0
"1512",1101,"STATE HWAYLEFT LANE RESTRICTION VIOL * 720 CMR §9.08(5)(b)",1,0,"STATE HWAYLEFT LANE RESTRICTION VIOL * 720 CMR §9.08(5)(B)","720","9.08(5)(b)","",0,0
"1513",1102,"STATE HWAY¿LEFT LANE RESTRICTION VIOL * 720 CMR §9.08(5)(b)",0,1,"STATE HWAY¿LEFT LANE RESTRICTION VIOL * 720 CMR §9.08(5)(B)","720","9.08(5)(b)","",0,0
"1514",1089,"STATE HWAY¿HAZARDOUS MAT TRANSP VIOL * 720 CMR §8.03 & §8.04",0,1,"STATE HWAY¿HAZARDOUS MAT TRANSP VIOL * 720 CMR §8.03 & §8.04","720","8.03 & §8.04","",0,0
"1515",1106,"MASS PIKE TANDEM¿LENGTH VIOLATION * 730 CMR §4.01",0,8,"MASS PIKE TANDEM¿LENGTH VIOLATION * 730 CMR §4.01","730","4.01","",0,0
"1516",1107,"MASS PIKE TANDEM¿WEIGHT VIOLATION * 730 CMR §4.02",0,4,"MASS PIKE TANDEM¿WEIGHT VIOLATION * 730 CMR §4.02","730","4.02","",0,0
"1517",1108,"MASS PIKE TANDEM¿BRAKE VIOLATION * 730 CMR §4.06",0,2,"MASS PIKE TANDEM¿BRAKE VIOLATION * 730 CMR §4.06","730","4.06","",0,0
"1518",1109,"MASS PIKE TANDEM¿DISPLAY LENGTH/WT * 730 CMR §4.11",0,1,"MASS PIKE TANDEM¿DISPLAY LENGTH/WT * 730 CMR §4.11","730","4.11","",0,0
"1519",1110,"MASS PIKE TANDEM¿COUPLING VIOLATION * 730 CMR §4.12",0,1,"MASS PIKE TANDEM¿COUPLING VIOLATION * 730 CMR §4.12","730","4.12","",0,0
"1520",1111,"MASS PIKE TANDEM¿EQUIPMENT INSPECTION * 730 CMR §4.15",0,1,"MASS PIKE TANDEM¿EQUIPMENT INSPECTION * 730 CMR §4.15","730","4.15","",0,0
"1521",1112,"MASS PIKE TANDEM¿SPEEDING * 730 CMR §4.18",0,4,"MASS PIKE TANDEM¿SPEEDING * 730 CMR §4.18","730","4.18","",0,0
"1522",1113,"MASS PIKE TANDEM¿PASSING VIOLATION * 730 CMR §4.20",0,2,"MASS PIKE TANDEM¿PASSING VIOLATION * 730 CMR §4.20","730","4.20","",0,0
"1523",1114,"MASS PIKE TANDEM¿MAKEUP/BREAKUP VIOL * 730 CMR §4.28",0,1,"MASS PIKE TANDEM¿MAKEUP/BREAKUP VIOL * 730 CMR §4.28","730","4.28","",0,0
"1524",1115,"MASS PIKE¿TOLL, EVADE * 730 CMR §5.03",0,1,"MASS PIKE¿TOLL, EVADE * 730 CMR §5.03","730","5.03","",0,0
"1525",1116,"MASS PIKE¿SPEEDING * 730 CMR §5.04",0,174,"MASS PIKE¿SPEEDING * 730 CMR §5.04","730","5.04","",0,0
"1526",1117,"MASS PIKE¿SPEEDING OVER POSTED LIMIT * 730 CMR §5.04",0,9,"MASS PIKE¿SPEEDING OVER POSTED LIMIT * 730 CMR §5.04","730","5.04","",0,0
"1527",1118,"MASS PIKE¿$100 VIOLATION * 730 CMR §5.04",0,2,"MASS PIKE¿$100 VIOLATION * 730 CMR §5.04","730","5.04","",0,0
"1528",1119,"MASS PIKE¿$500 VIOLATION * 730 CMR §5.04",0,1,"MASS PIKE¿$500 VIOLATION * 730 CMR §5.04","730","5.04","",0,0
"1529",1120,"MASS PIKE¿WEIGHT VIOLATION * 730 CMR §5.04",0,1,"MASS PIKE¿WEIGHT VIOLATION * 730 CMR §5.04","730","5.04","",0,0
"1530",1121,"MASS PIKE¿$15 VIOLATION * 730 CMR §5.04",0,1,"MASS PIKE¿$15 VIOLATION * 730 CMR §5.04","730","5.04","",0,0
"1531",1178,"MASS PIKE¿MOTOR CARRIER SAFETY ACT VIOL * 730 CMR §7.09",0,68,"MASS PIKE¿MOTOR CARRIER SAFETY ACT VIOL * 730 CMR §7.09","730","7.09","",0,0
"1532",1179,"MASS PIKE¿DISABLED VEH REPAIR/TOW VIOL * 730 CMR §7.11",0,1,"MASS PIKE¿DISABLED VEH REPAIR/TOW VIOL * 730 CMR §7.11","730","7.11","",0,0
"1533",1122,"MASS PIKE¿SIGNAL/SIGN/MARKINGS, UNAUTH 730 CMR §5.04(1)(b)",0,11,"MASS PIKE¿SIGNAL/SIGN/MARKINGS, UNAUTH 730 CMR §5.04(1)(B)","730","5.04(1)(b)","",0,0
"1534",1123,"MASS PIKE¿SIGNAL/SIGN/MARKINGS,VANDALIZE 730 CMR §5.04(1)(d)",0,2,"MASS PIKE¿SIGNAL/SIGN/MARKINGS,VANDALIZE 730 CMR §5.04(1)(D)","730","5.04(1)(d)","",0,0
"1535",1124,"MASS PIKE¿PEDESTRIAN 730 CMR §5.04(4)(b)",0,1,"MASS PIKE¿PEDESTRIAN 730 CMR §5.04(4)(B)","730","5.04(4)(b)","",0,0
"1536",1125,"MASS PIKE¿SOLICITING 730 CMR §5.04(4)(g)",0,1,"MASS PIKE¿SOLICITING 730 CMR §5.04(4)(G)","730","5.04(4)(g)","",0,0
"1537",1126,"MASS PIKE¿TOLL, FAIL PAY * 730 CMR §7.03(3)",0,1,"MASS PIKE¿TOLL, FAIL PAY * 730 CMR §7.03(3)","730","7.03(3)","",0,0
"1538",1127,"MASS PIKE¿TOLL, EVADE * 730 CMR §7.03(4)",0,2,"MASS PIKE¿TOLL, EVADE * 730 CMR §7.03(4)","730","7.03(4)","",0,0
"1539",1128,"MASS PIKE¿ETC SYSTEM/LANE, UNAUTH USE * 730 CMR §7.04(1)",0,1,"MASS PIKE¿ETC SYSTEM/LANE, UNAUTH USE * 730 CMR §7.04(1)","730","7.04(1)","",0,0
"1540",1129,"MASS PIKE¿WRONG WAY * 730 CMR §7.05(1)",0,11,"MASS PIKE¿WRONG WAY * 730 CMR §7.05(1)","730","7.05(1)","",0,0
"1541",1130,"MASS PIKE¿WRONG WAY IN TUNNEL * 730 CMR §7.05(2)",0,5,"MASS PIKE¿WRONG WAY IN TUNNEL * 730 CMR §7.05(2)","730","7.05(2)","",0,0
"1542",1131,"MASS PIKE¿ENTER/EXIT, UNAUTHORIZED * 730 CMR §7.05(3)",0,1,"MASS PIKE¿ENTER/EXIT, UNAUTHORIZED * 730 CMR §7.05(3)","730","7.05(3)","",0,0
"1543",1132,"MASS PIKE¿TIRE VIOLATION * 730 CMR §7.05(5)(b)",0,1,"MASS PIKE¿TIRE VIOLATION * 730 CMR §7.05(5)(B)","730","7.05(5)(b)","",0,0
"1544",1133,"MASS PIKE¿BRAKES VIOLATION * 730 CMR §7.05(5)(g)",0,2,"MASS PIKE¿BRAKES VIOLATION * 730 CMR §7.05(5)(G)","730","7.05(5)(g)","",0,0
"1545",1134,"MASS PIKE¿WEIGHT VIOLATION * 730 CMR §7.05(5)(h)",0,1,"MASS PIKE¿WEIGHT VIOLATION * 730 CMR §7.05(5)(H)","730","7.05(5)(h)","",0,0
"1546",1135,"MASS PIKE¿LOITERING 730 CMR §7.05(8)",0,1,"MASS PIKE¿LOITERING 730 CMR §7.05(8)","730","7.05(8)","",0,0
"1547",1136,"MASS PIKE¿COMMERCIAL ACTIVITY 730 CMR §7.05(9)",0,2,"MASS PIKE¿COMMERCIAL ACTIVITY 730 CMR §7.05(9)","730","7.05(9)","",0,0
"1548",1137,"MASS PIKE¿SIGN/CIRCULAR, POST/DISTRIBUTE 730 CMR §7.05(9)",0,1,"MASS PIKE¿SIGN/CIRCULAR, POST/DISTRIBUTE 730 CMR §7.05(9)","730","7.05(9)","",0,0
"1549",1138,"MASS PIKE¿PILOT CAR VIOLATION * 730 CMR §7.06(4)(d)",0,3,"MASS PIKE¿PILOT CAR VIOLATION * 730 CMR §7.06(4)(D)","730","7.06(4)(d)","",0,0
"1550",1139,"MASS PIKE¿HEIGHT, FAIL DISPLAY * 730 CMR §7.06(4)(f)",0,1,"MASS PIKE¿HEIGHT, FAIL DISPLAY * 730 CMR §7.06(4)(F)","730","7.06(4)(f)","",0,0
"1551",1140,"MASS PIKE¿HEIGHT CLEARANCE, FAIL CHECK * 730 CMR §7.06(4)(g)",0,2,"MASS PIKE¿HEIGHT CLEARANCE, FAIL CHECK * 730 CMR §7.06(4)(G)","730","7.06(4)(g)","",0,0
"1552",1144,"MASS PIKE¿SIGN, FAIL OBEY * 730 CMR §7.08(1)(a)",0,126,"MASS PIKE¿SIGN, FAIL OBEY * 730 CMR §7.08(1)(A)","730","7.08(1)(a)","",0,0
"1553",1145,"MASS PIKE¿SIGN/SIGNAL/MARKING, UNAUTHORIZED 730 CMR §7.08(1)(a)",0,9,"MASS PIKE¿SIGN/SIGNAL/MARKING, UNAUTHORIZED 730 CMR §7.08(1)(A)","730","7.08(1)(a)","",0,0
"1554",1146,"MASS PIKE¿POLICE ORDERS, FAIL OBEY * 730 CMR §7.08(1)(b)",0,10,"MASS PIKE¿POLICE ORDERS, FAIL OBEY * 730 CMR §7.08(1)(B)","730","7.08(1)(b)","",0,0
"1555",1161,"MASS PIKE¿TRAFFIC LIGHT, FAIL OBEY * 730 CMR §7.08(2)",0,11,"MASS PIKE¿TRAFFIC LIGHT, FAIL OBEY * 730 CMR §7.08(2)","730","7.08(2)","",0,0
"1556",1169,"MASS PIKE¿NEGLIGENT OPERATION * 730 CMR §7.08(5)(a)",0,25,"MASS PIKE¿NEGLIGENT OPERATION * 730 CMR §7.08(5)(A)","730","7.08(5)(a)","",0,0
"1557",1170,"MASS PIKE¿LOADING, NEGLIGENT * 730 CMR §7.08(5)(b)",0,1,"MASS PIKE¿LOADING, NEGLIGENT * 730 CMR §7.08(5)(B)","730","7.08(5)(b)","",0,0
"1558",1171,"MASS PIKE¿SPEEDING * 730 CMR §7.08(6)(a)",0,193,"MASS PIKE¿SPEEDING * 730 CMR §7.08(6)(A)","730","7.08(6)(a)","",0,0
"1559",1172,"MASS PIKE¿SPEEDING TO ENDANGER * 730 CMR §7.08(6)(b)",0,6,"MASS PIKE¿SPEEDING TO ENDANGER * 730 CMR §7.08(6)(B)","730","7.08(6)(b)","",0,0
"1560",1173,"MASS PIKE¿SPEEDING OVER POSTED LIMIT * 730 CMR §7.08(6)(c)",0,13,"MASS PIKE¿SPEEDING OVER POSTED LIMIT * 730 CMR §7.08(6)(C)","730","7.08(6)(c)","",0,0
"1561",1174,"MASS PIKE¿MINIMUM SPEED VIOLATION * 730 CMR §7.08(6)(c)",0,3,"MASS PIKE¿MINIMUM SPEED VIOLATION * 730 CMR §7.08(6)(C)","730","7.08(6)(c)","",0,0
"1562",1175,"MASS PIKE¿ENTER/EXIT IMPROPERLY * 730 CMR §7.08(7)",0,7,"MASS PIKE¿ENTER/EXIT IMPROPERLY * 730 CMR §7.08(7)","730","7.08(7)","",0,0
"1563",1176,"MASS PIKE¿MARKED LANES VIOLATION * 730 CMR §7.08(8)",0,195,"MASS PIKE¿MARKED LANES VIOLATION * 730 CMR §7.08(8)","730","7.08(8)","",0,0
"1564",1177,"MASS PIKE¿BREAKDOWN LANE VIOLATION * 730 CMR §7.08(9)",0,33,"MASS PIKE¿BREAKDOWN LANE VIOLATION * 730 CMR §7.08(9)","730","7.08(9)","",0,0
"1565",1141,"MASS PIKE¿SPECIAL FUEL PERMIT, FAIL CARRY * 730 CMR §7.06(6)(e)(2)",0,1,"MASS PIKE¿SPECIAL FUEL PERMIT, FAIL CARRY * 730 CMR §7.06(6)(E)(2)","730","7.06(6)(e)(2)","",0,0
"1566",1142,"MASS PIKE¿TANDEM TOO CLOSE * 730 CMR §7.07(20)",0,11,"MASS PIKE¿TANDEM TOO CLOSE * 730 CMR §7.07(20)","730","7.07(20)","",0,0
"1567",1143,"MASS PIKE¿TANDEM PASSING VIOLATION * 730 CMR §7.07(22)",0,1,"MASS PIKE¿TANDEM PASSING VIOLATION * 730 CMR §7.07(22)","730","7.07(22)","",0,0
"1568",1147,"MASS PIKE¿MEDIAN/EXCLUDED AREA VIOLATION * 730 CMR §7.08(10)(a)",0,3,"MASS PIKE¿MEDIAN/EXCLUDED AREA VIOLATION * 730 CMR §7.08(10)(A)","730","7.08(10)(a)","",0,0
"1569",1148,"MASS PIKE¿CROSS-OVER VIOLATION * 730 CMR §7.08(10)(b)",0,3,"MASS PIKE¿CROSS-OVER VIOLATION * 730 CMR §7.08(10)(B)","730","7.08(10)(b)","",0,0
"1570",1149,"MASS PIKE¿RESTRICTED AREA VIOLATION * 730 CMR §7.08(11)(a)",0,9,"MASS PIKE¿RESTRICTED AREA VIOLATION * 730 CMR §7.08(11)(A)","730","7.08(11)(a)","",0,0
"1571",1150,"MASS PIKE¿LEFT LANE RESTRICTION * 730 CMR §7.08(11)(b)",0,6,"MASS PIKE¿LEFT LANE RESTRICTION * 730 CMR §7.08(11)(B)","730","7.08(11)(b)","",0,0
"1572",1151,"MASS PIKE¿SPEEDING IN CONSTRUCTION ZONE * 730 CMR §7.08(12)(a)",0,5,"MASS PIKE¿SPEEDING IN CONSTRUCTION ZONE * 730 CMR §7.08(12)(A)","730","7.08(12)(a)","",0,0
"1573",1152,"MASS PIKE¿EXCLUDED AREA IN CONSTRUCTION ZONE * 730 CMR §7.08(12)(b)",0,4,"MASS PIKE¿EXCLUDED AREA IN CONSTRUCTION ZONE * 730 CMR §7.08(12)(B)","730","7.08(12)(b)","",0,0
"1574",1153,"MASS PIKE¿NEGLIGENT OP IN CONSTRUCTION ZONE * 730 CMR §7.08(12)(c)",0,2,"MASS PIKE¿NEGLIGENT OP IN CONSTRUCTION ZONE * 730 CMR §7.08(12)(C)","730","7.08(12)(c)","",0,0
"1575",1154,"MASS PIKE¿RIGHT LANE, FAIL KEEP TO * 730 CMR §7.08(13)",0,13,"MASS PIKE¿RIGHT LANE, FAIL KEEP TO * 730 CMR §7.08(13)","730","7.08(13)","",0,0
"1576",1155,"MASS PIKE¿PASSING VIOLATION * 730 CMR §7.08(14)",0,13,"MASS PIKE¿PASSING VIOLATION * 730 CMR §7.08(14)","730","7.08(14)","",0,0
"1577",1156,"MASS PIKE¿TOO CLOSE * 730 CMR §7.08(15)",0,87,"MASS PIKE¿TOO CLOSE * 730 CMR §7.08(15)","730","7.08(15)","",0,0
"1578",1157,"MASS PIKE¿COASTING VIOLATION * 730 CMR §7.08(16)",0,5,"MASS PIKE¿COASTING VIOLATION * 730 CMR §7.08(16)","730","7.08(16)","",0,0
"1579",1158,"MASS PIKE¿STOP/BACK/U-TURN * 730 CMR §7.08(17)(a)&(b)",0,19,"MASS PIKE¿STOP/BACK/U-TURN * 730 CMR §7.08(17)(A)&(B)","730","7.08(17)(a)&(b)","",0,0
"1580",1159,"MASS PIKE¿STOP/TURN, FAIL SIGNAL * 730 CMR §7.08(17)(c)",0,26,"MASS PIKE¿STOP/TURN, FAIL SIGNAL * 730 CMR §7.08(17)(C)","730","7.08(17)(c)","",0,0
"1581",1160,"MASS PIKE¿HEIGHT WARNING SIGNAL, IGNORE * 730 CMR §7.08(19)",0,2,"MASS PIKE¿HEIGHT WARNING SIGNAL, IGNORE * 730 CMR §7.08(19)","730","7.08(19)","",0,0
"1582",1162,"MASS PIKE¿NOISE VIOLATION * 730 CMR §7.08(21)",0,1,"MASS PIKE¿NOISE VIOLATION * 730 CMR §7.08(21)","730","7.08(21)","",0,0
"1583",1163,"MASS PIKE¿HEADLIGHT HIGH BEAM VIOLATION * 730 CMR §7.08(22)",0,1,"MASS PIKE¿HEADLIGHT HIGH BEAM VIOLATION * 730 CMR §7.08(22)","730","7.08(22)","",0,0
"1584",1164,"MASS PIKE¿FUEL, INADEQUATE * 730 CMR §7.08(23)",0,51,"MASS PIKE¿FUEL, INADEQUATE * 730 CMR §7.08(23)","730","7.08(23)","",0,0
"1585",1165,"MASS PIKE¿INSPECTION STICKER, NO * 730 CMR §7.08(26)",0,28,"MASS PIKE¿INSPECTION STICKER, NO * 730 CMR §7.08(26)","730","7.08(26)","",0,0
"1586",1166,"MASS PIKE¿EQUIPMENT VIOLATON * 730 CMR §7.08(27)",0,24,"MASS PIKE¿EQUIPMENT VIOLATON * 730 CMR §7.08(27)","730","7.08(27)","",0,0
"1587",1167,"MASS PIKE¿IDLING * 730 CMR §7.08(28)",0,2,"MASS PIKE¿IDLING * 730 CMR §7.08(28)","730","7.08(28)","",0,0
"1588",1168,"MASS PIKE¿COMMON CARRIER FL STOP FOR POLICE * 730 CMR §7.08(30)",0,1,"MASS PIKE¿COMMON CARRIER FL STOP FOR POLICE * 730 CMR §7.08(30)","730","7.08(30)","",0,0
"1589",1180,"MASS PIKE¿SOLICIT FUNDS 730 CMR §7.05(9)",0,1,"MASS PIKE¿SOLICIT FUNDS 730 CMR §7.05(9)","730","730 CMR §7.05(9)","",0,0
"1590",1183,"LOGAN¿SPEEDING OVER POSTED LIMIT * 740 CMR §21.51",0,5,"LOGAN¿SPEEDING OVER POSTED LIMIT * 740 CMR §21.51","740","21.51","",0,0
"1591",1184,"LOGAN¿TRAFFIC VIOLATION * 740 CMR §21.51",0,1,"LOGAN¿TRAFFIC VIOLATION * 740 CMR §21.51","740","21.51","",0,0
"1592",1185,"LOGAN¿SIGNAL/SIGN/MARKINGS VIOLATION * 740 CMR §21.52",0,1,"LOGAN¿SIGNAL/SIGN/MARKINGS VIOLATION * 740 CMR §21.52","740","21.52","",0,0
"1593",1181,"TOBIN BRIDGE¿HITCHHIKING/LOITERING 740 CMR §11.05(1)(b)",0,1,"TOBIN BRIDGE¿HITCHHIKING/LOITERING 740 CMR §11.05(1)(B)","740","11.05(1)(b)","",0,0
"1594",1182,"TOBIN BRIDGE¿SPEEDING OVER POSTED LIMIT * 740 CMR §11.06(1)(h)",0,1,"TOBIN BRIDGE¿SPEEDING OVER POSTED LIMIT * 740 CMR §11.06(1)(H)","740","11.06(1)(h)","",0,0
"1595",415,"ASSAULT AND BATTER ON ELDER/DISABLED CARETAKER c265,13K(d 1/2)",2,0,"ASSAULT AND BATTER ON ELDER/DISABLED CARETAKER","265,13K(d","2)","No",0,0
"1596",1042,"MASS PIKE TANDEM¿CLOSER THAN 500 FT * 730 CMR §4.19",0,1,"MASS PIKE TANDEM¿CLOSER THAN 500 FT * 730 CMR §4.19","500 FT * 730","4.19","",0,0
"1597",1597,"UNLAWFUL POSSESSION FIREARM - HABITUAL 269/10(a)",1,0,"UNLAWFUL POSSESSION FIREARM - HABITUAL 269/10(A)","","10(a)","No",0,0
"1598",1600,"Assault and Battery (HABITUAL) 265/13A(a)",1,0,"ASSAULT AND BATTERY (HABITUAL) 265/13A(A)","","13A(a)","No",0,0
"1599",1601,"RECKLESS ENDANGERMENT OF CHILD 265§13L",117,0,"RECKLESS ENDANGERMENT OF CHILD 265§13L","","13L","No",0,0
"1600",1602,"OP MV W/ LICENSE REVOKED-HABITUAL TRAFFIC OFFENDER 90/23",1,0,"OP MV W/ LICENSE REVOKED-HABITUAL TRAFFIC OFFENDER 90/23","","23","Yes",0,0
"1601",1604,"SNOW/REC VEH - REFUSE STOP FOR POLICE 90B/26(c)",2,0,"SNOW/REC VEH - REFUSE STOP FOR POLICE 90B/26(C)","","26(c)","Yes",0,0
"1602",1605,"SNOW/REC VEH - PUBLIC PROPERTY, ON 90B/26(e)",1,0,"SNOW/REC VEH - PUBLIC PROPERTY, ON 90B/26(E)","","26(e)","Yes",0,0
"1603",1606,"TRAFFICKING COCAINE SECOND OR SUBSEQUENT OFFENSE C.94C, §32(E)(a)",0,1,"TRAFFICKING COCAINE SECOND OR SUBSEQUENT OFFENSE C.94C, §32(E)(A)","","32(E)(a)","Yes",0,0
"1604",1598,"POSSESSION OR CONTROL OF INCENDIARY DEVICE OR MATERIAL 266/102(c)",6,0,"POSSESSION OR CONTROL OF INCENDIARY DEVICE OR MATERIAL 266/102(C)","","102(c)","Yes",0,0
"1605",1599,"PHOTOGRAPH SEXUAL OR INTIMATE PARTS W/OUT CONSENT 272/105(b)",3,0,"PHOTOGRAPH SEXUAL OR INTIMATE PARTS W/OUT CONSENT 272/105(B)","","105(b)","Yes",0,0
"1606",1603,"Ignition Interlock For Another, Bypass 90/24U(a)(1)",2,0,"IGNITION INTERLOCK FOR ANOTHER, BYPASS 90/24U(A)(1)","","24U(a)(1)","Yes",0,0
"1607",1607,"MISCELLANEOUS MUNIC ORDINANCE/BYLAW VIOL",910,3397,"MISCELLANEOUS MUNIC ORDINANCE/BYLAW VIOL","","","Yes",0,0
"1608",1608,"B&E VEHICLE/BOAT NIGHTTIME FOR FELONY",272,569,"B&E VEHICLE/BOAT NIGHTTIME FOR FELONY","","","Yes",0,0
"1609",1609,"MISCELLANEOUS MUNIC MOTOR VEHICLE ORDINANCE/BYLAW",262,0,"MISCELLANEOUS MUNIC MOTOR VEHICLE ORDINANCE/BYLAW","","","Yes",0,0
"1610",1610,"LARCENY UNDER $250",207,0,"LARCENY UNDER $250","","","Yes",0,0
"1611",1611,"UNLICENSED/SUSPENDED OPERATION OF M/V, PERMIT",205,0,"UNLICENSED/SUSPENDED OPERATION OF M/V, PERMIT","","","Yes",0,0
"1612",1612,"VIOLATE HARASSMENT PREVENTION ORDER",196,0,"VIOLATE HARASSMENT PREVENTION ORDER","","","No",0,0
"1613",1613,"A&B ON +60/DISABLED",144,0,"A&B ON +60/DISABLED","","","No",0,0
"1614",1614,"Disorderly Conduct, Subsq. Off.",122,0,"DISORDERLY CONDUCT, SUBSQ. OFF.","","","Yes",0,0
"1615",1615,"A&B, AGGRAVATED",76,0,"A&B, AGGRAVATED","","","No",0,0
"1616",1616,"B&E VEHICLE/BOAT DAYTIME FOR FELONY",74,303,"B&E VEHICLE/BOAT DAYTIME FOR FELONY","","","Yes",0,0
"1617",1617,"A&B PREGNANT VICTIM",65,0,"A&B PREGNANT VICTIM","","","No",0,0
"1618",1618,"OPERATOR SEND/READ ELECTRONIC MESSAGE",51,0,"OPERATOR SEND/READ ELECTRONIC MESSAGE","","","Yes",0,0
"1619",1619,"CHILD ENDANGERMENT WHILE OUI",44,0,"CHILD ENDANGERMENT WHILE OUI","","","No",0,0
"1620",1620,"STATUTORY RAPE OF CHILD",40,0,"STATUTORY RAPE OF CHILD","","","No",1,0
"1621",1621,"MISCELLANEOUS CODE OF MASS REGS VIOLATN",33,120,"MISCELLANEOUS CODE OF MASS REGS VIOLATN","","","Yes",0,0
"1622",1622,"A&B, SERIOUS BODILY INJURY",31,0,"A&B, SERIOUS BODILY INJURY","","","No",0,0
"1623",1623,"ENTICE CHILD UNDER 16",27,0,"ENTICE CHILD UNDER 16","","","No",0,0
"1624",1624,"WITHHOLD EVIDENCE FROM CRIMINAL PROCEEDING",24,0,"WITHHOLD EVIDENCE FROM CRIMINAL PROCEEDING","","","Yes",0,0
"1625",1625,"EMERGENCY VEHICLE, OBSTRUCT STATIONARY",23,0,"EMERGENCY VEHICLE, OBSTRUCT STATIONARY","","","Yes",0,0
"1626",1626,"OUI WHILE LICENSE SUSPENDED FOR OUI",23,0,"OUI WHILE LICENSE SUSPENDED FOR OUI","","","No",0,0
"1627",1627,"DESTRUCTION OF PROPERTY +$1200, WANTON",20,0,"DESTRUCTION OF PROPERTY +$1200, WANTON","","","Yes",0,0
"1628",1628,"OPERATE WITHOUT IGNITION INTERLOCK",18,0,"OPERATE WITHOUT IGNITION INTERLOCK","","","No",0,0
"1629",1629,"TRAFFICKING IN COCAINE, 36 GRAMS OR MORE, LESS THAN 100 GRAMS",17,0,"TRAFFICKING IN COCAINE, 36 GRAMS OR MORE, LESS THAN 100 GRAMS","","","Yes",0,0
"1630",1630,"HEROIN/MORPHINE/OPIUM, TRAFFICKING IN 100 GRAMS OR MORE, LESS THAN 200 GRAMS",16,0,"HEROIN/MORPHINE/OPIUM, TRAFFICKING IN 100 GRAMS OR MORE, LESS THAN 200 GRAMS","","","Yes",0,0
"1631",1631,"BOMB/HIJACK THREAT",15,0,"BOMB/HIJACK THREAT","","","Yes",0,0
"1632",1632,"FALSE/SILENT 911 CALL",12,0,"FALSE/SILENT 911 CALL","","","Yes",0,0
"1633",1633,"DESTRUCTION OF PROPERTY +$1200, MALICIOUS",11,0,"DESTRUCTION OF PROPERTY +$1200, MALICIOUS","","","Yes",0,0
"1634",1634,"Child Under 8 Years & Under 58 Inches Without a Carseat",11,0,"CHILD UNDER 8 YEARS & UNDER 58 INCHES WITHOUT A CARSEAT","","","Yes",0,0
"1635",1635,"TRAFFICKING IN COCAINE, 18 GRAMS OR MORE, LESS THAN 36 GRAMS",11,0,"TRAFFICKING IN COCAINE, 18 GRAMS OR MORE, LESS THAN 36 GRAMS","","","Yes",0,0
"1636",1636,"HEROIN/MORPHINE/OPIUM, TRAFFICKING IN 200 GRAMS OR MORE",10,0,"HEROIN/MORPHINE/OPIUM, TRAFFICKING IN 200 GRAMS OR MORE","","","Yes",0,0
